"station","date","source","var","uni","val","qual","bswqstation","lbs","nrmrng","lbunis","inrng"
"96","2021-03-23","epchc","tkn","mgl",0.264,"IJ","95","TKN (mg/L)","0.137-0.383","(mg/L)","in range"
"16","2021-03-23","epchc","tn","mgl",0.22,"I","16","TN (mg/L)","0.026-0.746","(mg/L)","in range"
"19","2021-03-23","epchc","tn","mgl",0.247,"I","19","TN (mg/L)","0.193-0.385","(mg/L)","in range"
"21","2021-03-23","epchc","tn","mgl",0.298,"I","21","TN (mg/L)","0.172-0.41","(mg/L)","in range"
"22","2021-03-23","epchc","tn","mgl",0.243,"I","22","TN (mg/L)","0.209-0.441","(mg/L)","in range"
"23","2021-03-23","epchc","tn","mgl",0.233,"I","23","TN (mg/L)","0.164-0.372","(mg/L)","in range"
"24","2021-03-23","epchc","tn","mgl",0.279,"I","24","TN (mg/L)","0.138-0.52","(mg/L)","in range"
"25","2021-03-23","epchc","tn","mgl",0.239,"I","25","TN (mg/L)","0.17-0.484","(mg/L)","in range"
"28","2021-03-23","epchc","tn","mgl",0.239,"I","28","TN (mg/L)","0.196-0.43","(mg/L)","in range"
"82","2021-03-23","epchc","tn","mgl",0.237,"I","82","TN (mg/L)","0.221-0.455","(mg/L)","in range"
"84","2021-03-23","epchc","tn","mgl",0.259,"I","84","TN (mg/L)","0.158-0.622","(mg/L)","in range"
"90","2021-03-23","epchc","tn","mgl",0.223,"I","90","TN (mg/L)","0.188-0.364","(mg/L)","in range"
"91","2021-03-23","epchc","tn","mgl",0.268,"I","91","TN (mg/L)","0.144-0.446","(mg/L)","in range"
"92","2021-03-23","epchc","tn","mgl",0.237,"I","92","TN (mg/L)","0.144-0.408","(mg/L)","in range"
"93","2021-03-23","epchc","tn","mgl",0.216,"I","93","TN (mg/L)","0.119-0.451","(mg/L)","in range"
"94","2021-03-23","epchc","tn","mgl",0.199,"U","93","TN (mg/L)","0.119-0.451","(mg/L)","in range"
"95","2021-03-23","epchc","tn","mgl",0.209,"I","95","TN (mg/L)","0.142-0.39","(mg/L)","in range"
"96","2021-03-23","epchc","tn","mgl",0.264,"I","95","TN (mg/L)","0.142-0.39","(mg/L)","in range"
"16","2021-03-23","epchc","tp","mgl",0.131,"I","16","TP (mg/L)","0.084-0.122","(mg/L)","above"
"19","2021-03-23","epchc","tp","mgl",0.119,"I","19","TP (mg/L)","0.073-0.117","(mg/L)","above"
"21","2021-03-23","epchc","tp","mgl",0.129,"I","21","TP (mg/L)","0.064-0.11","(mg/L)","above"
"22","2021-03-23","epchc","tp","mgl",0.125,"I","22","TP (mg/L)","0.085-0.117","(mg/L)","above"
"23","2021-03-23","epchc","tp","mgl",0.116,"U","23","TP (mg/L)","0.045-0.087","(mg/L)","above"
"24","2021-03-23","epchc","tp","mgl",0.137,"I","24","TP (mg/L)","0.077-0.109","(mg/L)","above"
"25","2021-03-23","epchc","tp","mgl",0.125,"I","25","TP (mg/L)","0.051-0.103","(mg/L)","above"
"28","2021-03-23","epchc","tp","mgl",0.12,"I","28","TP (mg/L)","0.068-0.102","(mg/L)","above"
"82","2021-03-23","epchc","tp","mgl",0.133,"I","82","TP (mg/L)","0.078-0.13","(mg/L)","above"
"84","2021-03-23","epchc","tp","mgl",0.154,"I","84","TP (mg/L)","0.096-0.146","(mg/L)","above"
"90","2021-03-23","epchc","tp","mgl",0.116,"U","90","TP (mg/L)","0.055-0.095","(mg/L)","above"
"91","2021-03-23","epchc","tp","mgl",0.116,"U","91","TP (mg/L)","0.041-0.077","(mg/L)","above"
"92","2021-03-23","epchc","tp","mgl",0.116,"U","92","TP (mg/L)","0.041-0.079","(mg/L)","above"
"93","2021-03-23","epchc","tp","mgl",0.116,"U","93","TP (mg/L)","0.032-0.062","(mg/L)","above"
"94","2021-03-23","epchc","tp","mgl",0.116,"U","93","TP (mg/L)","0.032-0.062","(mg/L)","above"
"95","2021-03-23","epchc","tp","mgl",0.116,"U","95","TP (mg/L)","0.038-0.066","(mg/L)","above"
"96","2021-03-23","epchc","tp","mgl",0.116,"U","95","TP (mg/L)","0.038-0.066","(mg/L)","above"
"16","2021-03-23","epchc","turb","ntu",2.3,"J","16","Turb (NTU)","1.02-2.9","(NTU)","in range"
"19","2021-03-23","epchc","turb","ntu",2.1,"J","19","Turb (NTU)","0.89-2.37","(NTU)","in range"
"21","2021-03-23","epchc","turb","ntu",2.6,"J","21","Turb (NTU)","0.82-2.6","(NTU)","in range"
"22","2021-03-23","epchc","turb","ntu",1.4,"JG","22","Turb (NTU)","1.24-2.92","(NTU)","in range"
"23","2021-03-23","epchc","turb","ntu",1.8,"JG","23","Turb (NTU)","0.74-2.56","(NTU)","in range"
"24","2021-03-23","epchc","turb","ntu",2,"JG","24","Turb (NTU)","1.07-2.89","(NTU)","in range"
"25","2021-03-23","epchc","turb","ntu",6.9,"J","25","Turb (NTU)","1.28-4.6","(NTU)","above"
"28","2021-03-23","epchc","turb","ntu",1.6,"JG","28","Turb (NTU)","0.98-3.38","(NTU)","in range"
"82","2021-03-23","epchc","turb","ntu",1.4,"JG","82","Turb (NTU)","0.91-3.19","(NTU)","in range"
"84","2021-03-23","epchc","turb","ntu",2.7,"J","84","Turb (NTU)","1.16-3.7","(NTU)","in range"
"90","2021-03-23","epchc","turb","ntu",2.1,"J","90","Turb (NTU)","0.72-2.58","(NTU)","in range"
"91","2021-03-23","epchc","turb","ntu",1.8,"JG","91","Turb (NTU)","0.78-2.84","(NTU)","in range"
"92","2021-03-23","epchc","turb","ntu",1.8,"JG","92","Turb (NTU)","0.61-3.29","(NTU)","in range"
"93","2021-03-23","epchc","turb","ntu",1.4,"JG","93","Turb (NTU)","0.55-3.47","(NTU)","in range"
"94","2021-03-23","epchc","turb","ntu",1.6,"JG","93","Turb (NTU)","0.55-3.47","(NTU)","in range"
"95","2021-03-23","epchc","turb","ntu",2.5,"J","95","Turb (NTU)","0.81-3.53","(NTU)","in range"
"96","2021-03-23","epchc","turb","ntu",2,"JG","95","Turb (NTU)","0.81-3.53","(NTU)","in range"
"21","2021-04-06","epchc","chla","ugl",3.7,"I","202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"22","2021-04-06","epchc","chla","ugl",16.8,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"23","2021-04-06","epchc","chla","ugl",1.7,"I","202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"24","2021-04-06","epchc","chla","ugl",4.9,"I","386","Chl-a (ug/L)","1.22-3.58","(ug/L)","above"
"90","2021-04-06","epchc","chla","ugl",5.7,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"91","2021-04-06","epchc","chla","ugl",1.3,"I","386","Chl-a (ug/L)","1.22-3.58","(ug/L)","in range"
"21","2021-04-06","epchc","do","mgl",7.25,NA,"21","DO (mg/L)","6-6.58","(mg/L)","above"
"22","2021-04-06","epchc","do","mgl",9.39,NA,"22","DO (mg/L)","5.67-7.05","(mg/L)","above"
"23","2021-04-06","epchc","do","mgl",7.71,NA,"23","DO (mg/L)","6.01-6.53","(mg/L)","above"
"24","2021-04-06","epchc","do","mgl",7.23,NA,"24","DO (mg/L)","5.66-6.78","(mg/L)","above"
"90","2021-04-06","epchc","do","mgl",7.57,NA,"90","DO (mg/L)","5.87-6.55","(mg/L)","above"
"91","2021-04-06","epchc","do","mgl",6.88,NA,"91","DO (mg/L)","5.8-6.44","(mg/L)","above"
"21","2021-04-06","epchc","dosat","per",98.2,NA,"21","DO (% sat.)","87.5-93.5","(% sat.)","above"
"22","2021-04-06","epchc","dosat","per",127.8,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","above"
"23","2021-04-06","epchc","dosat","per",105,NA,"23","DO (% sat.)","88.1-94.5","(% sat.)","above"
"24","2021-04-06","epchc","dosat","per",97.5,NA,"24","DO (% sat.)","84.1-96.1","(% sat.)","above"
"90","2021-04-06","epchc","dosat","per",102.1,NA,"90","DO (% sat.)","85.6-93.2","(% sat.)","above"
"91","2021-04-06","epchc","dosat","per",93.8,NA,"91","DO (% sat.)","86.3-92.5","(% sat.)","above"
"21","2021-04-06","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"22","2021-04-06","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"23","2021-04-06","epchc","no23","mgl",0.037,"I","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"24","2021-04-06","epchc","no23","mgl",0.045,"I","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"90","2021-04-06","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"91","2021-04-06","epchc","no23","mgl",0.039,"I","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21","2021-04-06","epchc","ph","none",8.1,NA,"21","pH","7.9-8.1","","in range"
"21","2021-04-06","epchc","ph","none",8.2,NA,"21","pH","7.9-8.1","","above"
"22","2021-04-06","epchc","ph","none",8.3,NA,"22","pH","8-8.2","","above"
"22","2021-04-06","epchc","ph","none",8.3,NA,"22","pH","8-8.2","","above"
"23","2021-04-06","epchc","ph","none",8.1,NA,"23","pH","7.9-8.1","","in range"
"23","2021-04-06","epchc","ph","none",8.2,NA,"23","pH","7.9-8.1","","above"
"24","2021-04-06","epchc","ph","none",8.2,NA,"24","pH","8-8.2","","in range"
"24","2021-04-06","epchc","ph","none",8.2,NA,"24","pH","8-8.2","","in range"
"90","2021-04-06","epchc","ph","none",8.1,NA,"90","pH","7.9-8.1","","in range"
"90","2021-04-06","epchc","ph","none",8.2,NA,"90","pH","7.9-8.1","","above"
"91","2021-04-06","epchc","ph","none",8.1,NA,"91","pH","7.9-8.1","","in range"
"91","2021-04-06","epchc","ph","none",8.2,NA,"91","pH","7.9-8.1","","above"
"21","2021-04-06","epchc","sal","ppt",29.9,NA,"21","Sal (ppt)","28.9-33.7","(ppt)","in range"
"22","2021-04-06","epchc","sal","ppt",30.1,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"23","2021-04-06","epchc","sal","ppt",31,NA,"23","Sal (ppt)","30.4-34.8","(ppt)","in range"
"24","2021-04-06","epchc","sal","ppt",30.1,NA,"24","Sal (ppt)","30.1-34.7","(ppt)","in range"
"90","2021-04-06","epchc","sal","ppt",30.9,NA,"90","Sal (ppt)","29.9-34.5","(ppt)","in range"
"91","2021-04-06","epchc","sal","ppt",31.7,NA,"91","Sal (ppt)","31.5-35.7","(ppt)","in range"
"21","2021-04-06","epchc","temp","c",21.7,NA,"21","Temp (C)","22.7-26.1","(C)","below"
"22","2021-04-06","epchc","temp","c",21.9,NA,"22","Temp (C)","22.2-26.4","(C)","below"
"23","2021-04-06","epchc","temp","c",21.8,NA,"23","Temp (C)","23-26.2","(C)","below"
"24","2021-04-06","epchc","temp","c",21.4,NA,"24","Temp (C)","22.4-26.6","(C)","below"
"90","2021-04-06","epchc","temp","c",21.2,NA,"90","Temp (C)","22.3-25.9","(C)","below"
"91","2021-04-06","epchc","temp","c",21.5,NA,"91","Temp (C)","22.8-26","(C)","below"
"21","2021-04-06","epchc","tkn","mgl",0.315,"I","202","TKN (mg/L)","0.201-0.563","(mg/L)","in range"
"22","2021-04-06","epchc","tkn","mgl",0.532,"I","361","TKN (mg/L)","0.138-0.522","(mg/L)","above"
"23","2021-04-06","epchc","tkn","mgl",0.266,"I","336","TKN (mg/L)","0.13-0.638","(mg/L)","in range"
"24","2021-04-06","epchc","tkn","mgl",0.328,"I","386","TKN (mg/L)","0.125-0.431","(mg/L)","in range"
"90","2021-04-06","epchc","tkn","mgl",0.481,"I","361","TKN (mg/L)","0.138-0.522","(mg/L)","in range"
"91","2021-04-06","epchc","tkn","mgl",0.271,"I","386","TKN (mg/L)","0.125-0.431","(mg/L)","in range"
"21","2021-04-06","epchc","tn","mgl",0.315,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"22","2021-04-06","epchc","tn","mgl",0.532,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"23","2021-04-06","epchc","tn","mgl",0.303,"I","336","TN (mg/L)","0.079-0.667","(mg/L)","in range"
"24","2021-04-06","epchc","tn","mgl",0.373,"I","386","TN (mg/L)","0.123-0.453","(mg/L)","in range"
"90","2021-04-06","epchc","tn","mgl",0.481,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"91","2021-04-06","epchc","tn","mgl",0.31,"I","386","TN (mg/L)","0.123-0.453","(mg/L)","in range"
"21","2021-04-06","epchc","tp","mgl",0.175,"I","202","TP (mg/L)","0-0.397","(mg/L)","in range"
"22","2021-04-06","epchc","tp","mgl",0.46,"I","361","TP (mg/L)","0-0.363","(mg/L)","above"
"23","2021-04-06","epchc","tp","mgl",0.123,"I","336","TP (mg/L)","0-0.473","(mg/L)","in range"
"24","2021-04-06","epchc","tp","mgl",0.174,"I","386","TP (mg/L)","0-0.383","(mg/L)","in range"
"90","2021-04-06","epchc","tp","mgl",0.313,"I","361","TP (mg/L)","0-0.363","(mg/L)","in range"
"91","2021-04-06","epchc","tp","mgl",0.116,"U","386","TP (mg/L)","0-0.383","(mg/L)","in range"
"21","2021-04-06","epchc","turb","ntu",4.1,"J","21","Turb (NTU)","0.75-2.47","(NTU)","above"
"22","2021-04-06","epchc","turb","ntu",2.5,"J","22","Turb (NTU)","0.61-3.71","(NTU)","in range"
"23","2021-04-06","epchc","turb","ntu",2.2,"J","23","Turb (NTU)","0.72-2.48","(NTU)","in range"
"24","2021-04-06","epchc","turb","ntu",1.7,"J","24","Turb (NTU)","0.43-3.83","(NTU)","in range"
"90","2021-04-06","epchc","turb","ntu",1.4,"J","90","Turb (NTU)","0.78-2.7","(NTU)","in range"
"91","2021-04-06","epchc","turb","ntu",1.4,"J","91","Turb (NTU)","0.8-3.28","(NTU)","in range"
"21PP05s","2021-04-07","epchc","chla","ugl",25.1,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"21PP07s","2021-04-07","epchc","chla","ugl",15.9,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"21PP09s","2021-04-07","epchc","chla","ugl",1.5,"I","400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"21PP10s","2021-04-07","epchc","chla","ugl",1.3,"U","400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"21PP20s","2021-04-07","epchc","chla","ugl",3.6,"I","386","Chl-a (ug/L)","1.22-3.58","(ug/L)","above"
"21PP05s","2021-04-07","epchc","do","mgl",8.74,NA,"22","DO (mg/L)","5.67-7.05","(mg/L)","above"
"21PP07s","2021-04-07","epchc","do","mgl",10.08,NA,"22","DO (mg/L)","5.67-7.05","(mg/L)","above"
"21PP09s","2021-04-07","epchc","do","mgl",7.71,NA,"400","DO (mg/L)","6.05-7.55","(mg/L)","above"
"21PP10s","2021-04-07","epchc","do","mgl",7.2,NA,"400","DO (mg/L)","6.05-7.55","(mg/L)","in range"
"21PP20s","2021-04-07","epchc","do","mgl",7.41,NA,"386","DO (mg/L)","6.04-7.38","(mg/L)","above"
"21PP05s","2021-04-07","epchc","dosat","per",120,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","above"
"21PP07s","2021-04-07","epchc","dosat","per",141.8,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","above"
"21PP09s","2021-04-07","epchc","dosat","per",108.8,NA,"400","DO (% sat.)","94.2-103","(% sat.)","above"
"21PP10s","2021-04-07","epchc","dosat","per",100.4,NA,"400","DO (% sat.)","94.2-103","(% sat.)","in range"
"21PP20s","2021-04-07","epchc","dosat","per",102.1,NA,"386","DO (% sat.)","93.2-101.4","(% sat.)","above"
"21PP05s","2021-04-07","epchc","no23","mgl",0.041,"I","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP07s","2021-04-07","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP09s","2021-04-07","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP10s","2021-04-07","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP20s","2021-04-07","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP05s","2021-04-07","epchc","ph","none",8,NA,"22","pH","8-8.2","","in range"
"21PP05s","2021-04-07","epchc","ph","none",8.3,"Q","22","pH","8-8.2","","above"
"21PP07s","2021-04-07","epchc","ph","none",8.1,NA,"22","pH","8-8.2","","in range"
"21PP07s","2021-04-07","epchc","ph","none",8.5,"Q","22","pH","8-8.2","","above"
"21PP09s","2021-04-07","epchc","ph","none",8,NA,"400","pH","7.9-8.1","","in range"
"21PP09s","2021-04-07","epchc","ph","none",8.4,"Q","400","pH","7.9-8.1","","above"
"21PP10s","2021-04-07","epchc","ph","none",7.9,NA,"400","pH","7.9-8.1","","in range"
"21PP10s","2021-04-07","epchc","ph","none",8.3,"Q","400","pH","7.9-8.1","","above"
"21PP20s","2021-04-07","epchc","ph","none",8,NA,"386","pH","7.9-8.1","","in range"
"21PP20s","2021-04-07","epchc","ph","none",8.4,"Q","386","pH","7.9-8.1","","above"
"21PP05s","2021-04-07","epchc","sal","ppt",30.4,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"21PP07s","2021-04-07","epchc","sal","ppt",30.2,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"21PP09s","2021-04-07","epchc","sal","ppt",30.6,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"21PP10s","2021-04-07","epchc","sal","ppt",30.8,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"21PP20s","2021-04-07","epchc","sal","ppt",29.6,NA,"386","Sal (ppt)","28.1-34.1","(ppt)","in range"
"21PP05s","2021-04-07","epchc","temp","c",22.1,NA,"22","Temp (C)","22.2-26.4","(C)","below"
"21PP07s","2021-04-07","epchc","temp","c",23.5,NA,"22","Temp (C)","22.2-26.4","(C)","in range"
"21PP09s","2021-04-07","epchc","temp","c",23.6,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"21PP10s","2021-04-07","epchc","temp","c",22.9,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"21PP20s","2021-04-07","epchc","temp","c",22.7,NA,"386","Temp (C)","21.3-25.9","(C)","in range"
"21PP05s","2021-04-07","epchc","tkn","mgl",0.819,NA,"361","TKN (mg/L)","0.138-0.522","(mg/L)","above"
"21PP07s","2021-04-07","epchc","tkn","mgl",0.409,"I","361","TKN (mg/L)","0.138-0.522","(mg/L)","in range"
"21PP09s","2021-04-07","epchc","tkn","mgl",0.287,"I","400","TKN (mg/L)","0.103-0.461","(mg/L)","in range"
"21PP10s","2021-04-07","epchc","tkn","mgl",0.276,"I","400","TKN (mg/L)","0.103-0.461","(mg/L)","in range"
"21PP20s","2021-04-07","epchc","tkn","mgl",0.334,"I","386","TKN (mg/L)","0.125-0.431","(mg/L)","in range"
"21PP05s","2021-04-07","epchc","tn","mgl",0.86,NA,"361","TN (mg/L)","0.144-0.546","(mg/L)","above"
"21PP07s","2021-04-07","epchc","tn","mgl",0.409,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"21PP09s","2021-04-07","epchc","tn","mgl",0.287,"I","400","TN (mg/L)","0.11-0.482","(mg/L)","in range"
"21PP10s","2021-04-07","epchc","tn","mgl",0.276,"I","400","TN (mg/L)","0.11-0.482","(mg/L)","in range"
"21PP20s","2021-04-07","epchc","tn","mgl",0.334,"I","386","TN (mg/L)","0.123-0.453","(mg/L)","in range"
"21PP05s","2021-04-07","epchc","tp","mgl",0.635,NA,"361","TP (mg/L)","0-0.363","(mg/L)","above"
"21PP07s","2021-04-07","epchc","tp","mgl",0.383,"I","361","TP (mg/L)","0-0.363","(mg/L)","above"
"21PP09s","2021-04-07","epchc","tp","mgl",0.163,"I","400","TP (mg/L)","0-0.416","(mg/L)","in range"
"21PP10s","2021-04-07","epchc","tp","mgl",0.147,"I","400","TP (mg/L)","0-0.416","(mg/L)","in range"
"21PP20s","2021-04-07","epchc","tp","mgl",0.267,"I","386","TP (mg/L)","0-0.383","(mg/L)","in range"
"21PP05s","2021-04-07","epchc","turb","ntu",2.6,"JY","22","Turb (NTU)","0.61-3.71","(NTU)","in range"
"21PP07s","2021-04-07","epchc","turb","ntu",2.9,"JY","22","Turb (NTU)","0.61-3.71","(NTU)","in range"
"21PP09s","2021-04-07","epchc","turb","ntu",1.8,"JY","400","Turb (NTU)","1.03-1.77","(NTU)","above"
"21PP10s","2021-04-07","epchc","turb","ntu",2.7,"JY","400","Turb (NTU)","1.03-1.77","(NTU)","above"
"21PP20s","2021-04-07","epchc","turb","ntu",2.6,"JY","386","Turb (NTU)","0.69-1.85","(NTU)","above"
"21PP01s","2021-04-08","epchc","chla","ugl",2,"I","202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"21PP02s","2021-04-08","epchc","chla","ugl",2.1,"I","202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"21PP03s","2021-04-08","epchc","chla","ugl",11.3,NA,"202","Chl-a (ug/L)","1.23-4.03","(ug/L)","above"
"21PP04s","2021-04-08","epchc","chla","ugl",50.5,NA,"202","Chl-a (ug/L)","1.23-4.03","(ug/L)","above"
"21PP06s","2021-04-08","epchc","chla","ugl",11.5,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"84","2021-04-08","epchc","chla","ugl",2.4,"I","202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"21PP01s","2021-04-08","epchc","do","mgl",6.37,NA,"19","DO (mg/L)","5.9-6.64","(mg/L)","in range"
"21PP02s","2021-04-08","epchc","do","mgl",8.43,NA,"19","DO (mg/L)","5.9-6.64","(mg/L)","above"
"21PP03s","2021-04-08","epchc","do","mgl",9.75,NA,"202","DO (mg/L)","6.19-7.51","(mg/L)","above"
"21PP04s","2021-04-08","epchc","do","mgl",15.01,NA,"336","DO (mg/L)","6.16-7.94","(mg/L)","above"
"21PP06s","2021-04-08","epchc","do","mgl",11.27,NA,"22","DO (mg/L)","5.67-7.05","(mg/L)","above"
"84","2021-04-08","epchc","do","mgl",6.58,NA,"84","DO (mg/L)","5.5-6.7","(mg/L)","in range"
"21PP01s","2021-04-08","epchc","dosat","per",88.6,NA,"19","DO (% sat.)","85.8-94.4","(% sat.)","in range"
"21PP02s","2021-04-08","epchc","dosat","per",118.8,NA,"19","DO (% sat.)","85.8-94.4","(% sat.)","above"
"21PP03s","2021-04-08","epchc","dosat","per",138.1,NA,"202","DO (% sat.)","95-103.2","(% sat.)","above"
"21PP04s","2021-04-08","epchc","dosat","per",215.3,NA,"336","DO (% sat.)","97.8-107","(% sat.)","above"
"21PP06s","2021-04-08","epchc","dosat","per",160.1,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","above"
"84","2021-04-08","epchc","dosat","per",89.9,NA,"84","DO (% sat.)","80.1-92.1","(% sat.)","in range"
"21PP01s","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP02s","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP03s","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP04s","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP06s","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"84","2021-04-08","epchc","no23","mgl",0.013,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","above"
"21PP01s","2021-04-08","epchc","ph","none",8,NA,"19","pH","7.9-8.1","","in range"
"21PP01s","2021-04-08","epchc","ph","none",8.3,"Q","19","pH","7.9-8.1","","above"
"21PP02s","2021-04-08","epchc","ph","none",8,NA,"19","pH","7.9-8.1","","in range"
"21PP02s","2021-04-08","epchc","ph","none",8.3,"Q","19","pH","7.9-8.1","","above"
"21PP03s","2021-04-08","epchc","ph","none",8.3,NA,"202","pH","7.9-8.1","","above"
"21PP03s","2021-04-08","epchc","ph","none",8.6,"Q","202","pH","7.9-8.1","","above"
"21PP04s","2021-04-08","epchc","ph","none",8.4,NA,"336","pH","8-8.2","","above"
"21PP04s","2021-04-08","epchc","ph","none",8.6,"Q","336","pH","8-8.2","","above"
"21PP06s","2021-04-08","epchc","ph","none",8.2,NA,"22","pH","8-8.2","","in range"
"21PP06s","2021-04-08","epchc","ph","none",8.5,"Q","22","pH","8-8.2","","above"
"84","2021-04-08","epchc","ph","none",7.9,NA,"84","pH","7.9-8.1","","below"
"84","2021-04-08","epchc","ph","none",8.2,"Q","84","pH","7.9-8.1","","above"
"21PP01s","2021-04-08","epchc","sal","ppt",29.1,NA,"19","Sal (ppt)","28-33.2","(ppt)","in range"
"21PP02s","2021-04-08","epchc","sal","ppt",28.6,NA,"19","Sal (ppt)","28-33.2","(ppt)","in range"
"21PP03s","2021-04-08","epchc","sal","ppt",29.8,NA,"202","Sal (ppt)","26.7-32.7","(ppt)","in range"
"21PP04s","2021-04-08","epchc","sal","ppt",30.5,NA,"336","Sal (ppt)","25.1-33.7","(ppt)","in range"
"21PP06s","2021-04-08","epchc","sal","ppt",30.2,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"84","2021-04-08","epchc","sal","ppt",27.4,NA,"84","Sal (ppt)","25.5-31.5","(ppt)","in range"
"21PP01s","2021-04-08","epchc","temp","c",23.1,NA,"19","Temp (C)","22.9-26.1","(C)","in range"
"21PP02s","2021-04-08","epchc","temp","c",24,NA,"19","Temp (C)","22.9-26.1","(C)","in range"
"21PP03s","2021-04-08","epchc","temp","c",23.9,NA,"202","Temp (C)","21.6-26","(C)","in range"
"21PP04s","2021-04-08","epchc","temp","c",24.5,NA,"336","Temp (C)","21.7-24.9","(C)","in range"
"21PP06s","2021-04-08","epchc","temp","c",23.9,NA,"22","Temp (C)","22.2-26.4","(C)","in range"
